title,island,locality,price,beds,size,link,date,ad_type
"Flat / Apartment in camino Víctor Fernández Gopar, Tías, Tias",Lanzarote,Tias,140000,2,63,https://www.idealista.com/en/inmueble/90468741/,2020-10-01,sale
"Flat / Apartment in calle Triana, Centro, Arrecife",Lanzarote,Arrecife,148000,3,110,https://www.idealista.com/en/inmueble/91199823/,2020-10-01,sale
"Flat / Apartment in calle Charco de la Caldera, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,87000,2,70,https://www.idealista.com/en/inmueble/91200505/,2020-10-01,sale
"Flat / Apartment in calle Trillo, NN, Argana-Maneje, Arrecife",Lanzarote,Arrecife,99000,3,89,https://www.idealista.com/en/inmueble/91133225/,2020-10-01,sale
"Flat / Apartment in Centro, Arrecife",Lanzarote,Arrecife,130000,3,62,https://www.idealista.com/en/inmueble/91190910/,2020-10-01,sale
"Duplex in avenida de las Palmeras, 15, Costa Teguise, Teguise",Lanzarote,Teguise,180000,2,105,https://www.idealista.com/en/inmueble/91152025/,2020-10-01,sale
"Flat / Apartment in calle Coronel Capaz, 6, 6, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,74000,2,50,https://www.idealista.com/en/inmueble/91159492/,2020-10-01,sale
"Flat / Apartment in Centro, Arrecife",Lanzarote,Arrecife,150000,3,86,https://www.idealista.com/en/inmueble/91131060/,2020-10-01,sale
"Flat / Apartment in Centro, Arrecife",Lanzarote,Arrecife,145000,2,60,https://www.idealista.com/en/inmueble/91207171/,2020-10-01,sale
"Flat / Apartment in calle el Sarambeque, 25, Centro, Arrecife",Lanzarote,Arrecife,139000,2,80,https://www.idealista.com/en/inmueble/91161714/,2020-10-01,sale
"Duplex in calle las Adelfas, 3, Costa Teguise, Teguise",Lanzarote,Teguise,180000,2,98,https://www.idealista.com/en/inmueble/91145540/,2020-10-01,sale
"Flat / Apartment in calle Almeria, NN, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,89000,2,61,https://www.idealista.com/en/inmueble/90764719/,2020-10-01,sale
"Flat / Apartment in calle León y Castillo, NN, Centro, Arrecife",Lanzarote,Arrecife,130000,2,80,https://www.idealista.com/en/inmueble/88049799/,2020-10-01,sale
"Duplex in calle Colombia, 7, Costa Teguise, Teguise",Lanzarote,Teguise,198450,3,109,https://www.idealista.com/en/inmueble/87606686/,2020-10-01,sale
"Flat / Apartment in calle el Tres Papás, Arrecife, NN, Centro, Arrecife",Lanzarote,Arrecife,110000,2,59,https://www.idealista.com/en/inmueble/82252477/,2020-10-01,sale
"Flat / Apartment in Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,177000,3,102,https://www.idealista.com/en/inmueble/89154783/,2020-10-01,sale
"Flat / Apartment in calle Cribo, Argana-Maneje, Arrecife",Lanzarote,Arrecife,87000,2,60,https://www.idealista.com/en/inmueble/91161952/,2020-10-01,sale
"Flat / Apartment in Liria, 10, Argana-Maneje, Arrecife",Lanzarote,Arrecife,87000,2,75,https://www.idealista.com/en/inmueble/91151374/,2020-10-01,sale
"Flat / Apartment in calle Teide, Puerto del Carmen, Tias",Lanzarote,Tias,195000,2,56,https://www.idealista.com/en/inmueble/90901509/,2020-10-01,sale
"Flat / Apartment in Calle Coronel Bens, Centro, Arrecife",Lanzarote,Arrecife,115500,2,81,https://www.idealista.com/en/inmueble/89211296/,2020-10-01,sale
"Flat / Apartment in Calle Coronel Bens, Centro, Arrecife",Lanzarote,Arrecife,130500,3,113,https://www.idealista.com/en/inmueble/88769913/,2020-10-01,sale
"Flat / Apartment in Argana-Maneje, Arrecife",Lanzarote,Arrecife,98000,3,79,https://www.idealista.com/en/inmueble/91217188/,2020-10-01,sale
"Flat / Apartment in Tías, Tias",Lanzarote,Tias,182000,2,80,https://www.idealista.com/en/inmueble/91187431/,2020-10-01,sale
"Flat / Apartment in RIEGO, 11, Centro, Arrecife",Lanzarote,Arrecife,81500,3,63,https://www.idealista.com/en/inmueble/88872736/,2020-10-01,sale
"Flat / Apartment in calle Guatemala, NN, Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,110000,2,64,https://www.idealista.com/en/inmueble/90914955/,2020-10-01,sale
"Flat / Apartment in Perez Galdos, 31, Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,135000,3,78,https://www.idealista.com/en/inmueble/87499415/,2020-10-01,sale
"Flat / Apartment in calle Alemania, NN, Montaña Roja, Yaiza",Lanzarote,Yaiza,120000,3,77,https://www.idealista.com/en/inmueble/87538935/,2020-10-01,sale
"Flat / Apartment in Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,98500,2,77,https://www.idealista.com/en/inmueble/90100508/,2020-10-01,sale
"Flat / Apartment in calle Salinas, Puerto del Carmen, Tias",Lanzarote,Tias,143000,2,68,https://www.idealista.com/en/inmueble/88598094/,2020-10-01,sale
"Flat / Apartment in calle de Campoamor, NN, Argana-Maneje, Arrecife",Lanzarote,Arrecife,74000,2,65,https://www.idealista.com/en/inmueble/88119229/,2020-10-01,sale
"Flat / Apartment in camino Víctor Fernández Gopar, Tías, Tias",Lanzarote,Tias,140000,2,63,https://www.idealista.com/en/inmueble/90468741/,2020-10-01,sale
"Flat / Apartment in calle Triana, Centro, Arrecife",Lanzarote,Arrecife,148000,3,110,https://www.idealista.com/en/inmueble/91199823/,2020-10-01,sale
"Flat / Apartment in calle Charco de la Caldera, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,87000,2,70,https://www.idealista.com/en/inmueble/91200505/,2020-10-01,sale
"Flat / Apartment in calle Trillo, NN, Argana-Maneje, Arrecife",Lanzarote,Arrecife,99000,3,89,https://www.idealista.com/en/inmueble/91133225/,2020-10-01,sale
"Flat / Apartment in Centro, Arrecife",Lanzarote,Arrecife,130000,3,62,https://www.idealista.com/en/inmueble/91190910/,2020-10-01,sale
"Duplex in avenida de las Palmeras, 15, Costa Teguise, Teguise",Lanzarote,Teguise,180000,2,105,https://www.idealista.com/en/inmueble/91152025/,2020-10-01,sale
"Flat / Apartment in calle Coronel Capaz, 6, 6, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,74000,2,50,https://www.idealista.com/en/inmueble/91159492/,2020-10-01,sale
"Flat / Apartment in Centro, Arrecife",Lanzarote,Arrecife,150000,3,86,https://www.idealista.com/en/inmueble/91131060/,2020-10-01,sale
"Flat / Apartment in Centro, Arrecife",Lanzarote,Arrecife,145000,2,60,https://www.idealista.com/en/inmueble/91207171/,2020-10-01,sale
"Flat / Apartment in calle el Sarambeque, 25, Centro, Arrecife",Lanzarote,Arrecife,139000,2,80,https://www.idealista.com/en/inmueble/91161714/,2020-10-01,sale
"Duplex in calle las Adelfas, 3, Costa Teguise, Teguise",Lanzarote,Teguise,180000,2,98,https://www.idealista.com/en/inmueble/91145540/,2020-10-01,sale
"Flat / Apartment in calle Almeria, NN, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,89000,2,61,https://www.idealista.com/en/inmueble/90764719/,2020-10-01,sale
"Flat / Apartment in calle León y Castillo, NN, Centro, Arrecife",Lanzarote,Arrecife,130000,2,80,https://www.idealista.com/en/inmueble/88049799/,2020-10-01,sale
"Duplex in calle Colombia, 7, Costa Teguise, Teguise",Lanzarote,Teguise,198450,3,109,https://www.idealista.com/en/inmueble/87606686/,2020-10-01,sale
"Flat / Apartment in calle el Tres Papás, Arrecife, NN, Centro, Arrecife",Lanzarote,Arrecife,110000,2,59,https://www.idealista.com/en/inmueble/82252477/,2020-10-01,sale
"Flat / Apartment in Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,177000,3,102,https://www.idealista.com/en/inmueble/89154783/,2020-10-01,sale
"Flat / Apartment in calle Cribo, Argana-Maneje, Arrecife",Lanzarote,Arrecife,87000,2,60,https://www.idealista.com/en/inmueble/91161952/,2020-10-01,sale
"Flat / Apartment in Liria, 10, Argana-Maneje, Arrecife",Lanzarote,Arrecife,87000,2,75,https://www.idealista.com/en/inmueble/91151374/,2020-10-01,sale
"Flat / Apartment in calle Teide, Puerto del Carmen, Tias",Lanzarote,Tias,195000,2,56,https://www.idealista.com/en/inmueble/90901509/,2020-10-01,sale
"Flat / Apartment in Calle Coronel Bens, Centro, Arrecife",Lanzarote,Arrecife,115500,2,81,https://www.idealista.com/en/inmueble/89211296/,2020-10-01,sale
"Flat / Apartment in Calle Coronel Bens, Centro, Arrecife",Lanzarote,Arrecife,130500,3,113,https://www.idealista.com/en/inmueble/88769913/,2020-10-01,sale
"Flat / Apartment in Argana-Maneje, Arrecife",Lanzarote,Arrecife,98000,3,79,https://www.idealista.com/en/inmueble/91217188/,2020-10-01,sale
"Flat / Apartment in Tías, Tias",Lanzarote,Tias,182000,2,80,https://www.idealista.com/en/inmueble/91187431/,2020-10-01,sale
"Flat / Apartment in RIEGO, 11, Centro, Arrecife",Lanzarote,Arrecife,81500,3,63,https://www.idealista.com/en/inmueble/88872736/,2020-10-01,sale
"Flat / Apartment in calle Guatemala, NN, Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,110000,2,64,https://www.idealista.com/en/inmueble/90914955/,2020-10-01,sale
"Flat / Apartment in Perez Galdos, 31, Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,135000,3,78,https://www.idealista.com/en/inmueble/87499415/,2020-10-01,sale
"Flat / Apartment in calle Alemania, NN, Montaña Roja, Yaiza",Lanzarote,Yaiza,120000,3,77,https://www.idealista.com/en/inmueble/87538935/,2020-10-01,sale
"Flat / Apartment in Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,98500,2,77,https://www.idealista.com/en/inmueble/90100508/,2020-10-01,sale
"Flat / Apartment in calle Salinas, Puerto del Carmen, Tias",Lanzarote,Tias,143000,2,68,https://www.idealista.com/en/inmueble/88598094/,2020-10-01,sale
"Flat / Apartment in calle de Campoamor, NN, Argana-Maneje, Arrecife",Lanzarote,Arrecife,74000,2,65,https://www.idealista.com/en/inmueble/88119229/,2020-10-01,sale
"Flat / Apartment in Triana, 99, Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,199000,3,90,https://www.idealista.com/en/inmueble/87967748/,2020-10-01,sale
"Flat / Apartment in calle Alonso Quesada, NN, Argana-Maneje, Arrecife",Lanzarote,Arrecife,85000,3,90,https://www.idealista.com/en/inmueble/85894708/,2020-10-01,sale
"Flat / Apartment in Playa Blanca, Costa de Papagayo, Yaiza",Lanzarote,Yaiza,134000,2,57,https://www.idealista.com/en/inmueble/90970706/,2020-10-01,sale
"Flat / Apartment in Nasa, San Bartolomé",Lanzarote,San Bartolomé,180000,2,75,https://www.idealista.com/en/inmueble/90644000/,2020-10-01,sale
"Flat / Apartment in calle Extremadura, 18, Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,140000,3,100,https://www.idealista.com/en/inmueble/83111128/,2020-10-01,sale
"Flat / Apartment in calle Chimidas, NN, San Bartolomé",Lanzarote,San Bartolomé,199000,3,78,https://www.idealista.com/en/inmueble/85491878/,2020-10-01,sale
"Flat / Apartment in calle Salinas, Puerto del Carmen, Tias",Lanzarote,Tias,149000,2,44,https://www.idealista.com/en/inmueble/87327191/,2020-10-01,sale
"Flat / Apartment in calle Alfonso XII, Argana-Maneje, Arrecife",Lanzarote,Arrecife,85529,2,68,https://www.idealista.com/en/inmueble/89846971/,2020-10-01,sale
"Flat / Apartment in Calle Cribo, Argana-Maneje, Arrecife",Lanzarote,Arrecife,60000,2,63,https://www.idealista.com/en/inmueble/88012101/,2020-10-01,sale
"Flat / Apartment in Calle Cribo, Argana-Maneje, Arrecife",Lanzarote,Arrecife,90500,3,105,https://www.idealista.com/en/inmueble/88012107/,2020-10-01,sale
Flat / Apartment in San Bartolomé,Lanzarote,San Bartolomé,147500,2,60,https://www.idealista.com/en/inmueble/91206882/,2020-10-01,sale
"Duplex in Costa Teguise, Teguise",Lanzarote,Teguise,175000,3,103,https://www.idealista.com/en/inmueble/90073526/,2020-10-01,sale
Flat / Apartment in San Bartolomé,Lanzarote,San Bartolomé,137000,2,76,https://www.idealista.com/en/inmueble/89844306/,2020-10-01,sale
"Flat / Apartment in calle Tindaya, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,94000,2,67,https://www.idealista.com/en/inmueble/88412834/,2020-10-01,sale
"Flat / Apartment in calle PUERTO RICO, 16, Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,121500,2,85,https://www.idealista.com/en/inmueble/85191556/,2020-10-01,sale
"Flat / Apartment in Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,135000,4,97,https://www.idealista.com/en/inmueble/87478507/,2020-10-01,sale
"Flat / Apartment in calle José Ortega y Gasset, Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,108000,2,80,https://www.idealista.com/en/inmueble/90913021/,2020-10-01,sale
"Flat / Apartment in calle de Alfonso XII, Argana-Maneje, Arrecife",Lanzarote,Arrecife,84000,2,70,https://www.idealista.com/en/inmueble/89752949/,2020-10-01,sale
"Flat / Apartment in calle Guenia, Centro, Arrecife",Lanzarote,Arrecife,155000,3,110,https://www.idealista.com/en/inmueble/88880837/,2020-10-01,sale
"Flat / Apartment in Periodista Viera, Centro, Arrecife",Lanzarote,Arrecife,100000,3,85,https://www.idealista.com/en/inmueble/84628311/,2020-10-01,sale
"Flat / Apartment in calle León y Castillo, 28, Centro, Arrecife",Lanzarote,Arrecife,107000,4,103,https://www.idealista.com/en/inmueble/91115983/,2020-10-01,sale
"Flat / Apartment in calle Lebrillo, Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,130500,3,113,https://www.idealista.com/en/inmueble/89629561/,2020-10-01,sale
Duplex in San Bartolomé,Lanzarote,San Bartolomé,189000,3,110,https://www.idealista.com/en/inmueble/89393274/,2020-10-01,sale
"Flat / Apartment in calle Lérida, Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,115000,2,64,https://www.idealista.com/en/inmueble/88741236/,2020-10-01,sale
"Flat / Apartment in calle Isla de Lobos, Costa Teguise, Teguise",Lanzarote,Teguise,150000,2,60,https://www.idealista.com/en/inmueble/90876525/,2020-10-01,sale
"Flat / Apartment in JUANA DE ARCOS, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,150100,3,89,https://www.idealista.com/en/inmueble/88172994/,2020-10-01,sale
"Flat / Apartment in JUANA DE ARCOS, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,125110,2,75,https://www.idealista.com/en/inmueble/88172768/,2020-10-01,sale
"Flat / Apartment in Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,139000,4,137,https://www.idealista.com/en/inmueble/90248390/,2020-10-01,sale
"Flat / Apartment in Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,100419,3,78,https://www.idealista.com/en/inmueble/88542754/,2020-10-01,sale
"Duplex in Montaña Roja, Yaiza",Lanzarote,Yaiza,149000,2,81,https://www.idealista.com/en/inmueble/88983668/,2020-10-01,sale
"Flat / Apartment in Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,97837,3,84,https://www.idealista.com/en/inmueble/88542752/,2020-10-01,sale
"Flat / Apartment in Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,91774,2,78,https://www.idealista.com/en/inmueble/88542749/,2020-10-01,sale
"Flat / Apartment in Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,159000,3,100,https://www.idealista.com/en/inmueble/88335950/,2020-10-01,sale
"Flat / Apartment in Centro, Arrecife",Lanzarote,Arrecife,158000,3,85,https://www.idealista.com/en/inmueble/86960510/,2020-10-01,sale
"Duplex in Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,135000,2,85,https://www.idealista.com/en/inmueble/83612362/,2020-10-01,sale
"Flat / Apartment in Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,110000,2,66,https://www.idealista.com/en/inmueble/40187099/,2020-10-01,sale
"Flat / Apartment in calle Manolo Millares, Centro, Arrecife",Lanzarote,Arrecife,145000,3,116,https://www.idealista.com/en/inmueble/89793441/,2020-10-01,sale
Flat / Apartment in San Bartolomé,Lanzarote,San Bartolomé,147000,2,60,https://www.idealista.com/en/inmueble/83498121/,2020-10-01,sale
"Flat / Apartment in Manolo Millares, Centro, Arrecife",Lanzarote,Arrecife,140000,3,112,https://www.idealista.com/en/inmueble/91020430/,2020-10-01,sale
"Flat / Apartment in calle Janubio, 10, Costa de Papagayo, Yaiza",Lanzarote,Yaiza,173000,2,58,https://www.idealista.com/en/inmueble/82118296/,2020-10-01,sale
"Flat / Apartment in calle Ingeniero Paz Peraza, Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,179000,3,106,https://www.idealista.com/en/inmueble/88989268/,2020-10-01,sale
"Flat / Apartment in PLAN PARCIAL MONTAÑA ROJA, Montaña Roja, Yaiza",Lanzarote,Yaiza,115000,2,64,https://www.idealista.com/en/inmueble/81508173/,2020-10-01,sale
"Flat / Apartment in Parranda de los buches, 1, Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,167940,3,112,https://www.idealista.com/en/inmueble/87988679/,2020-10-01,sale
"Flat / Apartment in calle Blasco Ibáñez, NN, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,101000,3,193,https://www.idealista.com/en/inmueble/87538939/,2020-10-01,sale
"Flat / Apartment in calle Janubio ,, Costa de Papagayo, Yaiza",Lanzarote,Yaiza,176000,2,70,https://www.idealista.com/en/inmueble/84773747/,2020-10-01,sale
"Flat / Apartment in Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,128000,3,81,https://www.idealista.com/en/inmueble/91176356/,2020-10-01,sale
"Flat / Apartment in calle Norte, Centro, Arrecife",Lanzarote,Arrecife,136000,3,98,https://www.idealista.com/en/inmueble/90651912/,2020-10-01,sale
"Flat / Apartment in calle Timbayba, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,89000,4,88,https://www.idealista.com/en/inmueble/90152352/,2020-10-01,sale
"Flat / Apartment in avenida del mar, Costa Teguise, Teguise",Lanzarote,Teguise,148500,2,60,https://www.idealista.com/en/inmueble/87756958/,2020-10-01,sale
Flat / Apartment in San Bartolomé,Lanzarote,San Bartolomé,96500,2,51,https://www.idealista.com/en/inmueble/85268811/,2020-10-01,sale
Flat / Apartment in San Bartolomé,Lanzarote,San Bartolomé,106500,2,57,https://www.idealista.com/en/inmueble/85268810/,2020-10-01,sale
Flat / Apartment in San Bartolomé,Lanzarote,San Bartolomé,102500,2,54,https://www.idealista.com/en/inmueble/85268809/,2020-10-01,sale
Flat / Apartment in San Bartolomé,Lanzarote,San Bartolomé,104000,2,54,https://www.idealista.com/en/inmueble/85268808/,2020-10-01,sale
Flat / Apartment in San Bartolomé,Lanzarote,San Bartolomé,100000,2,54,https://www.idealista.com/en/inmueble/85268807/,2020-10-01,sale
Flat / Apartment in San Bartolomé,Lanzarote,San Bartolomé,101000,2,57,https://www.idealista.com/en/inmueble/85268806/,2020-10-01,sale
Flat / Apartment in San Bartolomé,Lanzarote,San Bartolomé,97500,2,55,https://www.idealista.com/en/inmueble/85268805/,2020-10-01,sale
"Flat / Apartment in Parroco San Martín, 6, San Bartolomé",Lanzarote,San Bartolomé,96500,2,57,https://www.idealista.com/en/inmueble/85201813/,2020-10-01,sale
"Flat / Apartment in calle Juana de Arco, Arrecife, NN, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,106000,2,70,https://www.idealista.com/en/inmueble/84957750/,2020-10-01,sale
"Flat / Apartment in calle Eugenio Dors, NN, Centro, Arrecife",Lanzarote,Arrecife,165000,3,121,https://www.idealista.com/en/inmueble/84082941/,2020-10-01,sale
"Duplex in calle de Felo Monzón, 73, Argana-Maneje, Arrecife",Lanzarote,Arrecife,105000,2,83,https://www.idealista.com/en/inmueble/91017695/,2020-10-01,sale
"Flat / Apartment in calle la Luchada, Tías, Tias",Lanzarote,Tias,119600,2,73,https://www.idealista.com/en/inmueble/90953835/,2020-10-01,sale
"Duplex in calle Guanarame, 115, San Bartolomé",Lanzarote,San Bartolomé,185000,3,80,https://www.idealista.com/en/inmueble/90103340/,2020-10-01,sale
"Duplex in calle las Adelfas, Costa Teguise, Teguise",Lanzarote,Teguise,169000,2,98,https://www.idealista.com/en/inmueble/89984667/,2020-10-01,sale
"Flat / Apartment in JUANA DE ARCOS, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,112150,2,64,https://www.idealista.com/en/inmueble/88173186/,2020-10-01,sale
"Flat / Apartment in calle Volcán de la Corona, Puerto del Carmen, Tias",Lanzarote,Tias,195000,2,73,https://www.idealista.com/en/inmueble/87814683/,2020-10-01,sale
"Flat / Apartment in calle Aires de Lima, NN, Argana-Maneje, Arrecife",Lanzarote,Arrecife,78000,2,57,https://www.idealista.com/en/inmueble/87539137/,2020-10-01,sale
"Flat / Apartment in calle los Lirios, Tías, Tias",Lanzarote,Tias,165000,4,90,https://www.idealista.com/en/inmueble/83469243/,2020-10-01,sale
"Flat / Apartment in Puerto del Carmen, Tias",Lanzarote,Tias,199500,2,60,https://www.idealista.com/en/inmueble/90599014/,2020-10-01,sale
"Flat / Apartment in Centro, Arrecife",Lanzarote,Arrecife,150000,3,90,https://www.idealista.com/en/inmueble/89845533/,2020-10-01,sale
"Flat / Apartment in calle El Indio, Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,96000,2,57,https://www.idealista.com/en/inmueble/89108280/,2020-10-01,sale
"Flat / Apartment in calle Vicente Guerra, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,99000,3,83,https://www.idealista.com/en/inmueble/88760499/,2020-10-01,sale
"Flat / Apartment in avenida Mancomunidad, Centro, Arrecife",Lanzarote,Arrecife,153000,3,100,https://www.idealista.com/en/inmueble/91121650/,2020-10-01,sale
Flat / Apartment in San Bartolomé,Lanzarote,San Bartolomé,190000,2,73,https://www.idealista.com/en/inmueble/91082556/,2020-10-01,sale
"Flat / Apartment in Puerto del Carmen, Tias",Lanzarote,Tias,145000,2,53,https://www.idealista.com/en/inmueble/90906159/,2020-10-01,sale
